Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
JC_exteriorHouseDoorDoubleGrey_NoBarricade,blocks,block,,,Gray Exterior House Double Door (No Barricade),,"Graue Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Gris (Sin Barricada),"Double porte, extérieur de maison, Grishe (Sans Barrière)",Doppia porta di casa esterna Grigio (Senza Barriera),住宅用室外ダブルドア（灰色） (バリケードなし),회색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Szary, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Серый двойная входная дверь (Без Баррикады),Çift Kanatlı Gri Dış Ev Kapısı (Barikat Yok),灰色室外双开门 (无障碍),灰色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOak_NoBarricade,blocks,block,,,White Exterior House Double Door (No Barricade),,"Weiße Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa blanca (Sin Barricada),"Double porte, extérieur de maison, blanche (Sans Barrière)",Doppia porta di casa esterna bianca (Senza Barriera),住宅用室外ダブルドア（白） (バリケードなし),흰색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – białe, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Белая двойная входная дверь (Без Баррикады),Çift Kanatlı Beyaz Dış Ev Kapısı (Barikat Yok),白色室外双开门 (无障碍),白色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldBlue_NoBarricade,blocks,block,,,Blue Exterior House Double Door Old (No Barricade),,"Blaue Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Azul (Sin Barricada),"Double porte, extérieur de maison, Bleuhe, ancienne (Sans Barrière)",Doppia porta di casa esterna Blu vecchia (Senza Barriera),古い住宅用室外ダブルドア（青） (バリケードなし),낡은 파란색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Niebieski, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Синий двойная старая входная дверь (Без Баррикады),Çift Kanatlı Mavi Eski Dış Ev Kapısı (Barikat Yok),蓝色旧室外双开门 (无障碍),舊藍色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldBrown_NoBarricade,blocks,block,,,Brown Exterior House Double Door Old (No Barricade),,"Braune Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Marrón (Sin Barricada),"Double porte, extérieur de maison, Marronhe, ancienne (Sans Barrière)",Doppia porta di casa esterna Marrone vecchia (Senza Barriera),古い住宅用室外ダブルドア（茶色） (バリケードなし),낡은 갈색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Brązowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Коричневый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Kahverengi Eski Dış Ev Kapısı (Barikat Yok),棕色旧室外双开门 (无障碍),舊棕色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldGreen_NoBarricade,blocks,block,,,Green Exterior House Double Door Old (No Barricade),,"Grüne Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Verde (Sin Barricada),"Double porte, extérieur de maison, Verthe, ancienne (Sans Barrière)",Doppia porta di casa esterna Verde vecchia (Senza Barriera),古い住宅用室外ダブルドア（緑） (バリケードなし),낡은 초록색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Zielony, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Зелёный двойная старая входная дверь (Без Баррикады),Çift Kanatlı Yeşil Eski Dış Ev Kapısı (Barikat Yok),绿色旧室外双开门 (无障碍),舊綠色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldGrey_NoBarricade,blocks,block,,,Gray Exterior House Double Door Old (No Barricade),,"Graue Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Gris (Sin Barricada),"Double porte, extérieur de maison, Grishe, ancienne (Sans Barrière)",Doppia porta di casa esterna Grigio vecchia (Senza Barriera),古い住宅用室外ダブルドア（灰色） (バリケードなし),낡은 회색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Szary, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Серый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Gri Eski Dış Ev Kapısı (Barikat Yok),灰色旧室外双开门 (无障碍),舊灰色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldOak_NoBarricade,blocks,block,,,White Exterior House Double Door Old (No Barricade),,"Weiße Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja blanca (Sin Barricada),"Double porte, extérieur de maison, blanche, ancienne (Sans Barrière)",Doppia porta di casa esterna bianca vecchia (Senza Barriera),古い住宅用室外ダブルドア（白） (バリケードなし),낡은 흰색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, białe, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Белая двойная старая входная дверь (Без Баррикады),Çift Kanatlı Beyaz Eski Dış Ev Kapısı (Barikat Yok),白色旧室外双开门 (无障碍),舊白色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldOrange_NoBarricade,blocks,block,,,Orange Exterior House Double Door Old (No Barricade),,"Orangee Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Naranja (Sin Barricada),"Double porte, extérieur de maison, Orangehe, ancienne (Sans Barrière)",Doppia porta di casa esterna Arancione vecchia (Senza Barriera),古い住宅用室外ダブルドア（オレンジ） (バリケードなし),낡은 오렌지색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Pomarańczowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Оранжевый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Turuncu Eski Dış Ev Kapısı (Barikat Yok),橙色旧室外双开门 (无障碍),舊橙色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldPink_NoBarricade,blocks,block,,,Pink Exterior House Double Door Old (No Barricade),,"Rosae Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Rosa (Sin Barricada),"Double porte, extérieur de maison, Rosehe, ancienne (Sans Barrière)",Doppia porta di casa esterna Rosa vecchia (Senza Barriera),古い住宅用室外ダブルドア（ピンク） (バリケードなし),낡은 분홍색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Różowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Розовый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Pembe Eski Dış Ev Kapısı (Barikat Yok),粉色旧室外双开门 (无障碍),舊粉紅色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldPurple_NoBarricade,blocks,block,,,Purple Exterior House Double Door Old (No Barricade),,"Lilae Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Púrpura (Sin Barricada),"Double porte, extérieur de maison, Violethe, ancienne (Sans Barrière)",Doppia porta di casa esterna Viola vecchia (Senza Barriera),古い住宅用室外ダブルドア（紫） (バリケードなし),낡은 보라색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Fioletowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Фиолетовый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Mor Eski Dış Ev Kapısı (Barikat Yok),紫色旧室外双开门 (无障碍),舊紫色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldRed_NoBarricade,blocks,block,,,Red Exterior House Double Door Old (No Barricade),,"Rote Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Rojo (Sin Barricada),"Double porte, extérieur de maison, Rougehe, ancienne (Sans Barrière)",Doppia porta di casa esterna Rosso vecchia (Senza Barriera),古い住宅用室外ダブルドア（赤） (バリケードなし),낡은 빨간색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Czerwony, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Красный двойная старая входная дверь (Без Баррикады),Çift Kanatlı Kırmızı Eski Dış Ev Kapısı (Barikat Yok),红色旧室外双开门 (无障碍),舊紅色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldWhite_NoBarricade,blocks,block,,,White Exterior House Double Door Old (No Barricade),,"Weiße Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Blanco (Sin Barricada),"Double porte, extérieur de maison, Blanche, ancienne (Sans Barrière)",Doppia porta di casa esterna Bianco vecchia (Senza Barriera),古い住宅用室外ダブルドア（白） (バリケードなし),낡은 흰색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Biały, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Белый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Beyaz Eski Dış Ev Kapısı (Barikat Yok),白色旧室外双开门 (无障碍),舊白色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOldYellow_NoBarricade,blocks,block,,,Yellow Exterior House Double Door Old (No Barricade),,"Gelbe Doppeltür, Hausaußenseite, alt (Ohne Barrikade)",Puerta doble exterior de la casa vieja Amarillo (Sin Barricada),"Double porte, extérieur de maison, Jaunehe, ancienne (Sans Barrière)",Doppia porta di casa esterna Giallo vecchia (Senza Barriera),古い住宅用室外ダブルドア（黄色） (バリケードなし),낡은 노란색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – stare, Żółty, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa velha branca (Sem Barreira),Жёлтый двойная старая входная дверь (Без Баррикады),Çift Kanatlı Sarı Eski Dış Ev Kapısı (Barikat Yok),黄色旧室外双开门 (无障碍),舊黃色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleOrange_NoBarricade,blocks,block,,,Orange Exterior House Double Door (No Barricade),,"Orangee Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Naranja (Sin Barricada),"Double porte, extérieur de maison, Orangehe (Sans Barrière)",Doppia porta di casa esterna Arancione (Senza Barriera),住宅用室外ダブルドア（オレンジ） (バリケードなし),오렌지색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Pomarańczowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Оранжевый двойная входная дверь (Без Баррикады),Çift Kanatlı Turuncu Dış Ev Kapısı (Barikat Yok),橙色室外双开门 (无障碍),橙色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoublePink_NoBarricade,blocks,block,,,Pink Exterior House Double Door (No Barricade),,"Rosae Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Rosa (Sin Barricada),"Double porte, extérieur de maison, Rosehe (Sans Barrière)",Doppia porta di casa esterna Rosa (Senza Barriera),住宅用室外ダブルドア（ピンク） (バリケードなし),분홍색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Różowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Розовый двойная входная дверь (Без Баррикады),Çift Kanatlı Pembe Dış Ev Kapısı (Barikat Yok),粉色室外双开门 (无障碍),粉紅色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoublePurple_NoBarricade,blocks,block,,,Purple Exterior House Double Door (No Barricade),,"Lilae Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Púrpura (Sin Barricada),"Double porte, extérieur de maison, Violethe (Sans Barrière)",Doppia porta di casa esterna Viola (Senza Barriera),住宅用室外ダブルドア（紫） (バリケードなし),보라색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Fioletowy, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Фиолетовый двойная входная дверь (Без Баррикады),Çift Kanatlı Mor Dış Ev Kapısı (Barikat Yok),紫色室外双开门 (无障碍),紫色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleRed_NoBarricade,blocks,block,,,Red Exterior House Double Door (No Barricade),,"Rote Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Rojo (Sin Barricada),"Double porte, extérieur de maison, Rougehe (Sans Barrière)",Doppia porta di casa esterna Rosso (Senza Barriera),住宅用室外ダブルドア（赤） (バリケードなし),빨간색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Czerwony, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Красный двойная входная дверь (Без Баррикады),Çift Kanatlı Kırmızı Dış Ev Kapısı (Barikat Yok),红色室外双开门 (无障碍),紅色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleWhite_NoBarricade,blocks,block,,,White Exterior House Double Door (No Barricade),,"Weiße Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Blanco (Sin Barricada),"Double porte, extérieur de maison, Blanche (Sans Barrière)",Doppia porta di casa esterna Bianco (Senza Barriera),住宅用室外ダブルドア（白） (バリケードなし),흰색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Biały, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Белый двойная входная дверь (Без Баррикады),Çift Kanatlı Beyaz Dış Ev Kapısı (Barikat Yok),白色室外双开门 (无障碍),白色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorDoubleYellow_NoBarricade,blocks,block,,,Yellow Exterior House Double Door (No Barricade),,"Gelbe Doppeltür, Hausaußenseite (Ohne Barrikade)",Puerta doble exterior de la casa Amarillo (Sin Barricada),"Double porte, extérieur de maison, Jaunehe (Sans Barrière)",Doppia porta di casa esterna Giallo (Senza Barriera),住宅用室外ダブルドア（黄色） (バリケードなし),노란색 외부 집 이중문 (방어막 없음),"Zewnętrzne drzwi do domu – Żółty, podwójne (Bez Wzmocnienia)",Porta exterior dupla de casa branca (Sem Barreira),Жёлтый двойная входная дверь (Без Баррикады),Çift Kanatlı Sarı Dış Ev Kapısı (Barikat Yok),黄色室外双开门 (无障碍),黃色室外房屋雙門 (無障礙)
JC_exteriorHouseDoorGreen_NoBarricade,blocks,block,,,Green Exterior House Door (No Barricade),,"Grüne Tür, Hausaußenseite (Ohne Barrikade)",Puerta exterior de la casa Verde (Sin Barricada),"Porte, extérieur de maison, Verthe (Sans Barrière)",Porta di casa esterna Verde (Senza Barriera),住宅用室外ドア（緑） (バリケードなし),초록색 외부 집 문 (방어막 없음),Zewnętrzne drzwi do domu – Zielony (Bez Wzmocnienia),Porta exterior de casa branca (Sem Barreira),Зелёный входная дверь (Без Баррикады),Yeşil Dış Ev Kapısı (Barikat Yok),绿色室外门 (无障碍),綠色室外房屋門 (無障礙)
JC_exteriorHouseDoorGrey_NoBarricade,blocks,block,,,Gray Exterior House Door (No Barricade),,"Graue Tür, Hausaußenseite (Ohne Barrikade)",Puerta exterior de la casa Gris (Sin Barricada),"Porte, extérieur de maison, Grishe (Sans Barrière)",Porta di casa esterna Grigio (Senza Barriera),住宅用室外ドア（灰色） (バリケードなし),회색 외부 집 문 (방어막 없음),Zewnętrzne drzwi do domu – Szary (Bez Wzmocnienia),Porta exterior de casa branca (Sem Barreira),Серый входная дверь (Без Баррикады),Gri Dış Ev Kapısı (Barikat Yok),灰色室外门 (无障碍),灰色室外房屋門 (無障礙)
JC_exteriorHouseDoorOak_NoBarricade,blocks,block,,,White Exterior House Door (No Barricade),,"Weiße Tür, Hausaußenseite (Ohne Barrikade)",Puerta exterior de la casa blanca (Sin Barricada),"Porte, extérieur de maison, blanche (Sans Barrière)",Porta di casa esterna bianca (Senza Barriera),住宅用室外ドア（白） (バリケードなし),흰색 외부 집 문 (방어막 없음),Zewnętrzne drzwi do domu – białe (Bez Wzmocnienia),Porta exterior de casa branca (Sem Barreira),Белая входная дверь (Без Баррикады),Beyaz Dış Ev Kapısı (Barikat Yok),白色室外门 (无障碍),白色室外房屋門 (無障礙)
